,"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations,Name of the Political Party
261,12-04-2019,SHIVAM TRANSCON PRIVATE LIMITED,2355,1000000,BHARATIYA JANATA PARTY
262,12-04-2019,SHIVAM TRANSCON PRIVATE LIMITED,2349,1000000,BHARATIYA JANATA PARTY
263,12-04-2019,SHIVAM TRANSCON PRIVATE LIMITED,2346,1000000,BHARATIYA JANATA PARTY
264,12-04-2019,SKYWORLD DEVELOPERS LLP,2359,1000000,BHARATIYA JANATA PARTY
265,12-04-2019,SKYWORLD DEVELOPERS LLP,10046,100000,BHARATIYA JANATA PARTY
266,12-04-2019,SKYWORLD DEVELOPERS LLP,10040,100000,BHARATIYA JANATA PARTY
267,12-04-2019,SKYWORLD DEVELOPERS LLP,10042,100000,BHARATIYA JANATA PARTY
268,12-04-2019,SKYWORLD DEVELOPERS LLP,10044,100000,BHARATIYA JANATA PARTY
269,12-04-2019,SKYWORLD DEVELOPERS LLP,10048,100000,BHARATIYA JANATA PARTY
270,12-04-2019,TEXPORT CREATION,9445,1000000,BHARATIYA JANATA PARTY
271,12-04-2019,TEXPORT CREATION,9439,1000000,BHARATIYA JANATA PARTY
272,12-04-2019,TEXPORT CREATION,9444,1000000,BHARATIYA JANATA PARTY
273,12-04-2019,TEXPORT CREATION,9446,1000000,BHARATIYA JANATA PARTY
274,12-04-2019,TEXPORT CREATION,9443,1000000,BHARATIYA JANATA PARTY
275,12-04-2019,TEXPORT CREATION,9438,1000000,BHARATIYA JANATA PARTY
276,12-04-2019,TEXPORT CREATION,9441,1000000,BHARATIYA JANATA PARTY
277,12-04-2019,TEXPORT CREATION,9442,1000000,BHARATIYA JANATA PARTY
278,12-04-2019,TEXPORT CREATION,9440,1000000,BHARATIYA JANATA PARTY
279,15-04-2019,ALOK NARAYAN PANDEY,5268,10000000,BHARATIYA JANATA PARTY
280,15-04-2019,ALOK NARAYAN PANDEY,5266,10000000,BHARATIYA JANATA PARTY
281,15-04-2019,ALOK NARAYAN PANDEY,5267,10000000,BHARATIYA JANATA PARTY
282,15-04-2019,ALOK NARAYAN PANDEY,10931,1000000,BHARATIYA JANATA PARTY
283,15-04-2019,ALOK NARAYAN PANDEY,10932,1000000,BHARATIYA JANATA PARTY
284,15-04-2019,ALOK NARAYAN PANDEY,10930,1000000,BHARATIYA JANATA PARTY
285,15-04-2019,ALOK NARAYAN PANDEY,10929,1000000,BHARATIYA JANATA PARTY
286,15-04-2019,BELLWEY INTERNATIONAL CO,10933,1000000,BHARATIYA JANATA PARTY
287,15-04-2019,BELLWEY INTERNATIONAL CO,10936,1000000,BHARATIYA JANATA PARTY
288,15-04-2019,BELLWEY INTERNATIONAL CO,10935,1000000,BHARATIYA JANATA PARTY
289,15-04-2019,BELLWEY INTERNATIONAL CO,10937,1000000,BHARATIYA JANATA PARTY
290,15-04-2019,BELLWEY INTERNATIONAL CO,10934,1000000,BHARATIYA JANATA PARTY
291,15-04-2019,CHHATTISGARH DISTILLERIES LIMITED,1357,10000000,BHARATIYA JANATA PARTY
292,15-04-2019,DEMPO INDUSTRIES PVT LTD,13883,100000,BHARATIYA JANATA PARTY
293,15-04-2019,DEMPO INDUSTRIES PVT LTD,13881,100000,BHARATIYA JANATA PARTY
294,15-04-2019,DEMPO INDUSTRIES PVT LTD,13889,100000,BHARATIYA JANATA PARTY
295,15-04-2019,DEMPO INDUSTRIES PVT LTD,13887,100000,BHARATIYA JANATA PARTY
296,15-04-2019,DEMPO INDUSTRIES PVT LTD,13885,100000,BHARATIYA JANATA PARTY
297,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2864,10000000,BHARATIYA JANATA PARTY
298,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2872,10000000,BHARATIYA JANATA PARTY
299,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2860,10000000,BHARATIYA JANATA PARTY
300,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2862,10000000,BHARATIYA JANATA PARTY
301,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2866,10000000,BHARATIYA JANATA PARTY
302,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2868,10000000,BHARATIYA JANATA PARTY
303,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2858,10000000,BHARATIYA JANATA PARTY
304,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2870,10000000,BHARATIYA JANATA PARTY
305,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2874,10000000,BHARATIYA JANATA PARTY
306,15-04-2019,GUJARAT FLUORO CHEMICALS LIMITED,2856,10000000,BHARATIYA JANATA PARTY
307,15-04-2019,KOTESWAR RAO GULLAPALLY,23675,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
308,15-04-2019,KOTESWAR RAO GULLAPALLY,23668,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
309,15-04-2019,KOTESWAR RAO GULLAPALLY,23670,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
310,15-04-2019,KOTESWAR RAO GULLAPALLY,23677,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
311,15-04-2019,KOTESWAR RAO GULLAPALLY,23672,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
312,15-04-2019,MANDADI RAMULU,23651,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
313,15-04-2019,MANDADI RAMULU,23653,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
314,15-04-2019,MANDADI RAMULU,23655,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
315,15-04-2019,MANDADI RAMULU,23657,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
316,15-04-2019,MOHINDER,10908,1000000,BHARATIYA JANATA PARTY
317,15-04-2019,MOHINDER,10909,1000000,BHARATIYA JANATA PARTY
318,15-04-2019,MOHINDER,3145,100000,BHARATIYA JANATA PARTY
319,15-04-2019,MOHINDER,3143,100000,BHARATIYA JANATA PARTY
320,15-04-2019,MOHINDER,3144,100000,BHARATIYA JANATA PARTY
321,15-04-2019,MOHINDER,3142,100000,BHARATIYA JANATA PARTY
322,15-04-2019,MOHINDER,3141,100000,BHARATIYA JANATA PARTY
323,15-04-2019,MR RAJ DEEPAK VARSHNEY,3146,100000,BHARATIYA JANATA PARTY
324,15-04-2019,MR RAJ DEEPAK VARSHNEY,3130,100000,BHARATIYA JANATA PARTY
325,15-04-2019,MR RAJ DEEPAK VARSHNEY,3129,100000,BHARATIYA JANATA PARTY
326,15-04-2019,MR RAJ DEEPAK VARSHNEY,3128,100000,BHARATIYA JANATA PARTY
327,15-04-2019,MR RAJ DEEPAK VARSHNEY,3127,100000,BHARATIYA JANATA PARTY
328,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10926,1000000,BHARATIYA JANATA PARTY
329,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10925,1000000,BHARATIYA JANATA PARTY
330,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10928,1000000,BHARATIYA JANATA PARTY
331,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10922,1000000,BHARATIYA JANATA PARTY
332,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10905,1000000,BHARATIYA JANATA PARTY
333,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10924,1000000,BHARATIYA JANATA PARTY
334,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10907,1000000,BHARATIYA JANATA PARTY
335,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10927,1000000,BHARATIYA JANATA PARTY
336,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10906,1000000,BHARATIYA JANATA PARTY
337,15-04-2019,MS PEARL GLOBAL INDUSTRIES LTD FORM,10923,1000000,BHARATIYA JANATA PARTY
338,15-04-2019,OCEAN SPARKLE LTD,7537,1000000,BHARATIYA JANATA PARTY
339,15-04-2019,PAPPI REDDY,23687,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
340,15-04-2019,PAPPI REDDY,23689,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
341,15-04-2019,PAPPI REDDY,23683,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
342,15-04-2019,PAPPI REDDY,23688,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
343,15-04-2019,PAPPI REDDY,23685,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
344,15-04-2019,PEDDIREDDY RAMANJANEYA REDDY,23664,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
345,15-04-2019,PEDDIREDDY RAMANJANEYA REDDY,23667,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
346,15-04-2019,PEDDIREDDY RAMANJANEYA REDDY,23671,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
347,15-04-2019,PEDDIREDDY RAMANJANEYA REDDY,23669,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
348,15-04-2019,PEDDIREDDY RAMANJANEYA REDDY,23673,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
349,15-04-2019,PREMCHAND GODHA,2187,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
350,15-04-2019,PREMCHAND GODHA,2189,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
351,15-04-2019,PREMCHAND GODHA,2151,100000,BHARATIYA JANATA PARTY
352,15-04-2019,PREMCHAND GODHA,2153,100000,BHARATIYA JANATA PARTY
353,15-04-2019,PREMCHAND GODHA,2159,100000,BHARATIYA JANATA PARTY
354,15-04-2019,PREMCHAND GODHA,2169,100000,BHARATIYA JANATA PARTY
355,15-04-2019,PREMCHAND GODHA,2175,100000,SHIVSENA
356,15-04-2019,PREMCHAND GODHA,2185,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
357,15-04-2019,PREMCHAND GODHA,2191,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
358,15-04-2019,PREMCHAND GODHA,2161,100000,BHARATIYA JANATA PARTY
359,15-04-2019,PREMCHAND GODHA,2171,100000,SHIVSENA
360,15-04-2019,PREMCHAND GODHA,2181,100000,SHIVSENA
361,15-04-2019,PREMCHAND GODHA,2157,100000,BHARATIYA JANATA PARTY
362,15-04-2019,PREMCHAND GODHA,2179,100000,SHIVSENA
363,15-04-2019,PREMCHAND GODHA,2163,100000,BHARATIYA JANATA PARTY
364,15-04-2019,PREMCHAND GODHA,2165,100000,BHARATIYA JANATA PARTY
365,15-04-2019,PREMCHAND GODHA,2167,100000,BHARATIYA JANATA PARTY
366,15-04-2019,PREMCHAND GODHA,2173,100000,SHIVSENA
367,15-04-2019,PREMCHAND GODHA,2183,100000,SHIVSENA
368,15-04-2019,PREMCHAND GODHA,2193,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
369,15-04-2019,PREMCHAND GODHA,2155,100000,BHARATIYA JANATA PARTY
370,15-04-2019,PREMCHAND GODHA,2177,100000,SHIVSENA
371,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7096,10000000,BHARATIYA JANATA PARTY
372,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7084,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
373,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7086,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
374,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7104,10000000,BHARATIYA JANATA PARTY
375,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7088,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
376,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7106,10000000,BHARATIYA JANATA PARTY
377,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7072,10000000,SHIVSENA
378,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7080,10000000,SHIVSENA
379,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7092,10000000,BHARATIYA JANATA PARTY
380,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7108,10000000,BHARATIYA JANATA PARTY
381,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7102,10000000,BHARATIYA JANATA PARTY
382,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7076,10000000,SHIVSENA
383,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7094,10000000,BHARATIYA JANATA PARTY
384,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7098,10000000,BHARATIYA JANATA PARTY
385,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7074,10000000,SHIVSENA
386,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7110,10000000,BHARATIYA JANATA PARTY
387,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7078,10000000,SHIVSENA
388,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7082,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
389,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7100,10000000,BHARATIYA JANATA PARTY
390,15-04-2019,PRL DEVELOPERS PRIVATE LIMITED,7090,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
391,15-04-2019,RAVINDER AGARWAL,23648,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
392,15-04-2019,RAVINDER AGARWAL,23652,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
393,15-04-2019,RAVINDER AGARWAL,23656,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
394,15-04-2019,RAVINDER AGARWAL,23660,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
395,15-04-2019,RAVINDER AGARWAL,23662,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
396,15-04-2019,RAVINDER AGARWAL,23654,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
397,15-04-2019,RAVINDER AGARWAL,23650,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
398,15-04-2019,RAVINDER AGARWAL,23658,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
399,15-04-2019,SANGIREDDY THIRUPATHI REDDY,23666,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
400,15-04-2019,SANGIREDDY THIRUPATHI REDDY,23665,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
401,15-04-2019,SANGIREDDY THIRUPATHI REDDY,23663,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
402,15-04-2019,SANGIREDDY THIRUPATHI REDDY,23659,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
403,15-04-2019,SANGIREDDY THIRUPATHI REDDY,23661,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
404,15-04-2019,SHAHAB RIZVI,10910,1000000,BHARATIYA JANATA PARTY
405,15-04-2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1022,10000000,BHARATIYA JANATA PARTY
406,15-04-2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1023,10000000,BHARATIYA JANATA PARTY
407,15-04-2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1020,10000000,BHARATIYA JANATA PARTY
408,15-04-2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1021,10000000,BHARATIYA JANATA PARTY
409,15-04-2019,SHANKARANARAYANA CONSTRUCTIONS PVT,1024,10000000,BHARATIYA JANATA PARTY
410,15-04-2019,SRI KRISHNA INFRAASTRUCTURES,5393,10000000,BHARATIYA JANATA PARTY
411,15-04-2019,SRI KRISHNA INFRAASTRUCTURES,5391,10000000,BHARATIYA JANATA PARTY
412,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7077,10000000,BHARATIYA JANATA PARTY
413,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7093,10000000,BHARATIYA JANATA PARTY
414,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7097,10000000,BHARATIYA JANATA PARTY
415,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7073,10000000,BHARATIYA JANATA PARTY
416,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7099,10000000,BHARATIYA JANATA PARTY
417,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7089,10000000,BHARATIYA JANATA PARTY
418,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7103,10000000,BHARATIYA JANATA PARTY
419,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7105,10000000,BHARATIYA JANATA PARTY
420,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7095,10000000,BHARATIYA JANATA PARTY
421,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7111,10000000,BHARATIYA JANATA PARTY
422,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7107,10000000,BHARATIYA JANATA PARTY
423,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7075,10000000,BHARATIYA JANATA PARTY
424,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7109,10000000,BHARATIYA JANATA PARTY
425,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7081,10000000,BHARATIYA JANATA PARTY
426,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7085,10000000,BHARATIYA JANATA PARTY
427,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7087,10000000,BHARATIYA JANATA PARTY
428,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7083,10000000,BHARATIYA JANATA PARTY
429,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7079,10000000,BHARATIYA JANATA PARTY
430,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7091,10000000,BHARATIYA JANATA PARTY
431,15-04-2019,SUN PHARMA LABORATORIES LIMTED,7101,10000000,BHARATIYA JANATA PARTY
432,15-04-2019,SUN PHARMA LABORATORIES LTD,5260,10000000,BHARATIYA JANATA PARTY
433,15-04-2019,SUN PHARMA LABORATORIES LTD,10921,1000000,BHARATIYA JANATA PARTY
434,15-04-2019,SUN PHARMA LABORATORIES LTD,10918,1000000,BHARATIYA JANATA PARTY
435,15-04-2019,SUN PHARMA LABORATORIES LTD,10920,1000000,BHARATIYA JANATA PARTY
436,15-04-2019,SUN PHARMA LABORATORIES LTD,10917,1000000,BHARATIYA JANATA PARTY
437,15-04-2019,SUN PHARMA LABORATORIES LTD,10919,1000000,BHARATIYA JANATA PARTY
438,15-04-2019,SWAPNA CHENNAVARAM,23642,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
439,15-04-2019,SWAPNA CHENNAVARAM,23649,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
440,15-04-2019,SWAPNA CHENNAVARAM,23644,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
441,15-04-2019,SWAPNA CHENNAVARAM,23647,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
442,15-04-2019,SWAPNA CHENNAVARAM,23646,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
443,15-04-2019,VARDHMAN TEXTILES LTD,1043,1000000,SHIROMANI AKALI DAL
444,15-04-2019,VARDHMAN TEXTILES LTD,1046,1000000,SHIROMANI AKALI DAL
445,15-04-2019,VARDHMAN TEXTILES LTD,25107,100000,SHIROMANI AKALI DAL
446,15-04-2019,VARDHMAN TEXTILES LTD,25101,100000,SHIROMANI AKALI DAL
447,15-04-2019,VARDHMAN TEXTILES LTD,25111,100000,SHIROMANI AKALI DAL
448,15-04-2019,VARDHMAN TEXTILES LTD,25115,100000,SHIROMANI AKALI DAL
449,15-04-2019,VARDHMAN TEXTILES LTD,25103,100000,SHIROMANI AKALI DAL
450,15-04-2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13886,100000,BHARATIYA JANATA PARTY
451,15-04-2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13882,100000,BHARATIYA JANATA PARTY
452,15-04-2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13884,100000,BHARATIYA JANATA PARTY
453,15-04-2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13888,100000,BHARATIYA JANATA PARTY
454,15-04-2019,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,13890,100000,BHARATIYA JANATA PARTY
455,15-04-2019,VINAY AGARWAL,23684,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
456,15-04-2019,VINAY AGARWAL,23679,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
457,15-04-2019,VINAY AGARWAL,23676,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
458,15-04-2019,VINAY AGARWAL,23686,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
459,15-04-2019,VINAY AGARWAL,23682,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
460,15-04-2019,VINAY AGARWAL,23680,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
461,15-04-2019,VINAY AGARWAL,23678,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
462,15-04-2019,VINAY AGARWAL,23681,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
463,15-04-2019,VINAY AGARWAL,23674,100000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
464,16-04-2019,BELLWEY INTERNATIONAL CO,10995,1000000,BHARATIYA JANATA PARTY
465,16-04-2019,BELLWEY INTERNATIONAL CO,10994,1000000,BHARATIYA JANATA PARTY
466,16-04-2019,BELLWEY INTERNATIONAL CO,10992,1000000,BHARATIYA JANATA PARTY
467,16-04-2019,BELLWEY INTERNATIONAL CO,10991,1000000,BHARATIYA JANATA PARTY
468,16-04-2019,BELLWEY INTERNATIONAL CO,10993,1000000,BHARATIYA JANATA PARTY
469,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10973,1000000,BHARATIYA JANATA PARTY
470,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10975,1000000,BHARATIYA JANATA PARTY
471,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10976,1000000,BHARATIYA JANATA PARTY
472,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10979,1000000,BHARATIYA JANATA PARTY
473,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10977,1000000,BHARATIYA JANATA PARTY
474,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10978,1000000,BHARATIYA JANATA PARTY
475,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10972,1000000,BHARATIYA JANATA PARTY
476,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,10974,1000000,BHARATIYA JANATA PARTY
477,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3186,100000,BHARATIYA JANATA PARTY
478,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3188,100000,BHARATIYA JANATA PARTY
479,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3189,100000,BHARATIYA JANATA PARTY
480,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3185,100000,BHARATIYA JANATA PARTY
481,16-04-2019,CAVALIER TRANSPORTERS PRIVATE LIMITED,3187,100000,BHARATIYA JANATA PARTY
482,16-04-2019,IDEAL REAL ESTATES PRIVATE LIMITED,6311,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
483,16-04-2019,JAI SUSPENSION SYSTEMS LLP,10957,1000000,BHARATIYA JANATA PARTY
484,16-04-2019,JAI SUSPENSION SYSTEMS LLP,10960,1000000,BHARATIYA JANATA PARTY
485,16-04-2019,JAI SUSPENSION SYSTEMS LLP,10959,1000000,BHARATIYA JANATA PARTY
486,16-04-2019,JAI SUSPENSION SYSTEMS LLP,10938,1000000,BHARATIYA JANATA PARTY
487,16-04-2019,JAI SUSPENSION SYSTEMS LLP,10958,1000000,BHARATIYA JANATA PARTY
488,16-04-2019,JUBILANT LIFE SCIENCES LIMITED,6408,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
489,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,4636,10000000,BHARATIYA JANATA PARTY
490,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6303,10000000,BHARATIYA JANATA PARTY
491,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6335,10000000,BHARATIYA JANATA PARTY
492,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6345,10000000,BHARATIYA JANATA PARTY
493,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6324,10000000,BHARATIYA JANATA PARTY
494,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,4633,10000000,BHARATIYA JANATA PARTY
495,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6327,10000000,BHARATIYA JANATA PARTY
496,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6322,10000000,BHARATIYA JANATA PARTY
497,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6329,10000000,BHARATIYA JANATA PARTY
498,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6315,10000000,BHARATIYA JANATA PARTY
499,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6347,10000000,BHARATIYA JANATA PARTY
500,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6338,10000000,BHARATIYA JANATA PARTY
501,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6326,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
502,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6314,10000000,BHARATIYA JANATA PARTY
503,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6348,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
504,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6319,10000000,BHARATIYA JANATA PARTY
505,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6302,10000000,BHARATIYA JANATA PARTY
506,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6334,10000000,BHARATIYA JANATA PARTY
507,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6305,10000000,BHARATIYA JANATA PARTY
508,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6336,10000000,BHARATIYA JANATA PARTY
509,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6349,10000000,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE"
510,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,4615,10000000,BHARATIYA JANATA PARTY
511,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6266,10000000,BHARATIYA JANATA PARTY
512,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6332,10000000,BHARATIYA JANATA PARTY
513,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,4634,10000000,BHARATIYA JANATA PARTY
514,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6313,10000000,BHARATIYA JANATA PARTY
515,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6341,10000000,BHARATIYA JANATA PARTY
516,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6333,10000000,BHARATIYA JANATA PARTY
517,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6340,10000000,BHARATIYA JANATA PARTY
518,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6309,10000000,BHARATIYA JANATA PARTY
519,16-04-2019,KEVENTER FOODPARK INFRA LIMITED,6331,10000000,BHARATIYA JANATA PARTY
